Admit ID,RFP % Present,RFP Last Status,RFP Last Internal Rating,RFP Last TRACK Score,RFP Tech Ability,RFP Learnability,Last Graduation,RFP Communicability,RFP Avg TRACK Score,TechCategory,Year,Practice Head
CIC082021-9236,100.0,Need No Help,Exceeds expectations,4.52,1.68,1.65,BSc IT,0.85,4.18,FullStack_DeepTech,2019.0,Sunil
CIC082021-9242,89.0,Need Less Help,Meets expectations,3.97,1.61,1.62,B.E. / B.TECH Non IT,0.86,4.09,AdvTech_1_2,2021.0,Ashish
CIC082021-9249,91.0,Need Less Help,Improvement needed,4.27,1.56,1.68,B.E. / B.TECH IT,0.81,4.04,FullStack_DeepTech,2019.0,Gunjan
CIC082021-9281,100.0,Need Less Help,Improvement needed,4.17,1.62,1.49,B.E. / B.TECH CS,0.77,3.88,FullStack_DeepTech,2019.0,Gunjan
CIC082021-9286,7.0,Need Less Help,Meets expectations,4.05,1.08,1.91,B.E. / B.TECH Non IT,0.94,3.94,FullStack_DeepTech,2020.0,Dilip
CIC082021-9287,92.0,Need No Help,Meets expectations,4.28,1.66,1.8,MCA,0.97,4.43,FullStack_DeepTech,2018.0,Gunjan
CIC082021-9288,98.0,Need Less Help,Improvement needed,3.84,1.38,1.68,B.E. / B.TECH Non IT,0.89,3.95,FullStack_DeepTech,2019.0,Dilip
CIC082021-9289,87.0,Need Less Help,Meets expectations,3.84,1.26,1.59,B.E. / B.TECH Non IT,0.83,3.68,FullStack_DeepTech,2020.0,Ashish
CIC082021-9293,100.0,Need Less Help,Meets expectations,4.46,1.55,1.71,M.E. / M.Tech Non IT,0.89,4.14,FullStack_DeepTech,2020.0,Gunjan
CIC082021-9294,58.0,Need No Help,Exceeds expectations,3.34,1.84,1.88,B.E. / B.TECH CS,0.92,4.64,FullStack_DeepTech,2020.0,Gunjan
CIC082021-9295,89.0,Need Less Help,Meets expectations,3.98,1.58,1.61,B.E. / B.TECH CS,0.79,3.99,FullStack_DeepTech,2019.0,Ashish
CIC082021-9300,100.0,Need More Help,Improvement needed,3.21,1.35,1.33,B.E. / B.TECH CS,0.66,3.33,BasicTech,2018.0,Gunjan
CIC082021-9301,100.0,Need Less Help,Improvement needed,3.84,1.46,1.68,B.E. / B.TECH Non IT,0.89,4.03,FullStack_DeepTech,2020.0,Dilip
CIC082021-9307,96.0,Need Less Help,Meets expectations,3.9,1.47,1.53,B.E. / B.TECH IT,0.82,3.82,FullStack_DeepTech,2019.0,Gunjan
CIC082021-9308,97.0,Need Less Help,Improvement needed,3.51,1.17,1.59,B.E. / B.TECH Non IT,0.81,3.57,AdvTech_1_2,2020.0,Dilip
CIC082021-9310,98.0,Need More Help,Improvement needed,3.56,1.37,1.46,B.E. / B.TECH Non IT,0.74,3.57,AdvTech_1_2,2016.0,Sunil
CIC082021-9311,96.0,Need Less Help,Improvement needed,3.9,1.56,1.6,B.E. / B.TECH Non IT,0.85,4.01,FullStack_DeepTech,2019.0,Nagendra
CIC082021-9315,98.0,Need Less Help,Meets expectations,4.04,1.39,1.69,B.E. / B.TECH IT,0.81,3.88,FullStack_DeepTech,2021.0,Sunil
CIC082021-9351,98.0,Need Less Help,Improvement needed,3.92,1.43,1.52,MCA,0.87,3.82,FullStack_DeepTech,2020.0,Nagendra
CIC082021-9353,7.0,Need Less Help,Improvement needed,3.74,1.0,1.55,M.E. / M.Tech CS/IT,0.93,3.47,FullStack_DeepTech,2020.0,Dilip
CIC082021-9357,100.0,Need More Help,Improvement needed,3.62,1.37,1.38,B.E. / B.TECH Non IT,0.68,3.42,BasicTech,2019.0,Sunil
CIC082021-9362,94.0,Need Less Help,Improvement needed,3.63,1.26,1.61,B.E. / B.TECH IT,0.83,3.7,FullStack_DeepTech,2021.0,Dilip
CIC082021-9364,90.0,Need Less Help,Meets expectations,4.16,1.52,1.67,B.E. / B.TECH Non IT,0.88,4.06,FullStack_DeepTech,2020.0,Ashish
CIC082021-9383,63.0,Need More Help,Improvement needed,3.32,1.11,1.47,MCA,0.81,3.39,BasicTech,2021.0,Ashish
CIC082021-9385,100.0,Need Less Help,Improvement needed,4.04,1.55,1.48,M.E. / M.Tech CS/IT,0.73,3.75,AdvTech_1_2,2019.0,Sunil
CIC082021-9391,6.0,Need Less Help,Improvement needed,3.81,1.18,1.66,B.E. / B.TECH Non IT,0.94,3.78,AdvTech_1_2,2016.0,Dilip
CIC082021-9407,78.0,Need Less Help,Improvement needed,3.59,1.26,1.66,B.E. / B.TECH CS,0.81,3.72,FullStack_DeepTech,2020.0,Dilip
CIC082021-9410,88.0,Need Less Help,Improvement needed,3.65,1.22,1.61,MCA,0.81,3.64,FullStack_DeepTech,2021.0,Dilip
CIC082021-9411,100.0,Need No Help,Exceeds expectations,4.52,1.68,1.62,B.E. / B.TECH CS,0.84,4.14,FullStack_DeepTech,2020.0,Sunil
CIC082021-9419,35.0,Need Less Help,Improvement needed,3.58,1.2,1.61,B.E. Computer Engineering,0.9,3.71,FullStack_DeepTech,2018.0,Ashish
CIC082021-9431,100.0,Need More Help,Improvement needed,3.17,1.19,1.35,B.E. / B.TECH IT,0.75,3.29,BasicTech,2020.0,Sunil
CIC082021-9452,98.0,Need Less Help,Improvement needed,4.07,1.46,1.51,B.E. / B.TECH Non IT,0.85,3.82,FullStack_DeepTech,2020.0,Sunil
CIC082021-9472,93.0,Need Less Help,Improvement needed,3.66,1.23,1.5,B.E. / B.TECH Non IT,0.72,3.44,StdTech,2018.0,Ashish
CIC082021-9478,78.0,Need Less Help,Improvement needed,3.34,1.47,1.39,B.E. / B.TECH Non IT,0.76,3.62,FullStack_DeepTech,2020.0,Ashish
CIC082021-9480,96.0,Need Less Help,Meets expectations,3.47,1.39,1.4,B.E. / B.TECH Non IT,0.74,3.52,FullStack_DeepTech,2019.0,Sunil
CIC082021-9504,98.0,Need Less Help,Meets expectations,3.65,1.48,1.57,B.E. / B.TECH Non IT,0.89,3.94,FullStack_DeepTech,2019.0,Sunil
CIC082021-9506,95.0,Need Less Help,Improvement needed,3.82,1.31,1.65,B.E. / B.TECH Non IT,0.83,3.78,FullStack_DeepTech,2017.0,Dilip
CIC082021-9514,92.0,Need Less Help,Meets expectations,3.9,1.56,1.55,M.E. / M.Tech CS/IT,0.87,3.98,AdvTech_1_2,2020.0,Sunil
CIC082021-9521,56.0,Need Less Help,Improvement needed,3.86,1.54,1.56,B.E. / B.TECH Non IT,0.7,3.8,AdvTech_1_2,2019.0,Gunjan
CIC082021-9522,90.0,Need Less Help,Improvement needed,3.83,1.24,1.62,B.E. / B.TECH CS,0.9,3.76,AdvTech_1_2,2021.0,Dilip
CIC082021-9524,91.0,Need Less Help,Improvement needed,3.86,1.54,1.61,B.E. / B.TECH Non IT,0.85,4.0,AdvTech_1_2,2021.0,Nagendra
CIC082021-9556,85.0,Need Less Help,Improvement needed,3.86,1.45,1.5,B.E. / B.TECH Non IT,0.87,3.82,FullStack_DeepTech,2018.0,Gunjan
CIC082021-9567,100.0,Need More Help,Improvement needed,2.94,1.12,1.15,B.E. / B.TECH CS,0.61,2.88,BasicTech,2021.0,Sunil
CIC092020-5571,92.0,Need More Help,Improvement needed,3.92,1.39,1.44,B.E. / B.TECH Non IT,0.66,3.49,BasicTech,2018.0,Sunil
CIC092020-8353,92.0,Need Less Help,Meets expectations,3.86,1.42,1.56,MCA,0.9,3.87,AdvTech_1_2,2020.0,Sunil
CIC092020-8447,92.0,Need Less Help,Improvement needed,3.78,1.33,1.61,B.E. / B.TECH Non IT,0.89,3.82,FullStack_DeepTech,2019.0,Dilip
CIC092021-9534,90.0,Need More Help,Improvement needed,3.41,1.54,1.37,B.Tech Computer Science,0.6,3.51,StdTech,2019.0,Ashish
CIC092021-9547,96.0,Need Less Help,Improvement needed,3.56,1.29,1.39,BSc CS,0.78,3.45,StdTech,2017.0,Nagendra
CIC092021-9548,96.0,Need Less Help,Improvement needed,3.86,1.42,1.53,B.E. / B.TECH CS,0.86,3.81,AdvTech_1_2,2018.0,Nagendra
CIC092021-9549,96.0,Need Less Help,Improvement needed,3.71,1.37,1.51,MSc CS/IT,0.82,3.69,FullStack_DeepTech,2021.0,Sunil
CIC092021-9550,14.0,Need More Help,Improvement needed,3.34,1.16,1.52,B.E. / B.TECH Non IT,0.63,3.31,BasicTech,2019.0,Sunil
CIC092021-9557,65.0,Need Less Help,Meets expectations,3.62,1.43,1.45,B.E. / B.TECH Non IT,0.74,3.62,FullStack_DeepTech,2019.0,Nagendra
CIC092021-9558,87.0,Need Less Help,Improvement needed,3.34,1.42,1.52,B.E. / B.TECH CS,0.74,3.68,AdvTech_1_2,2021.0,Nagendra
CIC092021-9562,77.0,Need Less Help,Meets expectations,3.34,1.37,1.59,PG CS/IT,0.86,3.82,AdvTech_1_2,2021.0,Sunil
CIC092021-9563,93.0,Need Less Help,Improvement needed,3.74,1.42,1.48,B.E. / B.TECH CS,0.83,3.72,FullStack_DeepTech,2020.0,Nagendra
CIC092021-9565,98.0,Need Less Help,Improvement needed,3.74,1.28,1.4,B.E. / B.TECH Non IT,0.77,3.45,AdvTech_1_2,2021.0,Nagendra
CIC092021-9568,35.0,Need Less Help,Improvement needed,3.08,1.09,1.33,B.E. / B.TECH CS,0.73,3.15,BasicTech,2021.0,Nagendra
CIC092021-9595,91.0,Need Less Help,Improvement needed,3.77,1.11,1.38,B.E. / B.TECH Non IT,0.76,3.26,FullStack_DeepTech,2020.0,Nagendra
CIC092021-9597,96.0,Need Less Help,Improvement needed,3.54,1.31,1.35,B.E. / B.TECH Non IT,0.82,3.48,AdvTech_1_2,2019.0,Ashish
CIC092021-9598,98.0,Need Less Help,Meets expectations,3.79,1.66,1.57,B.E. / B.TECH CS,0.93,4.15,AdvTech_1_2,2021.0,Sunil
CIC092021-9599,98.0,Need More Help,Improvement needed,3.12,1.12,1.34,B.E. / B.TECH Non IT,0.73,3.19,BasicTech,2019.0,Sunil
CIC092021-9602,95.0,Need Less Help,Improvement needed,3.74,1.39,1.42,B.E. / B.TECH Non IT,0.82,3.63,FullStack_DeepTech,2019.0,Nagendra
CIC092021-9603,87.0,Need More Help,Improvement needed,1.96,1.15,1.17,B.E. / B.TECH IT,0.64,2.96,AdvTech_1_2,2021.0,Ashish
CIC092021-9609,93.0,Need Less Help,Meets expectations,4.46,1.39,1.58,B.E. / B.TECH CS,0.82,3.79,AdvTech_1_2,2020.0,Ashish
CIC092021-9610,100.0,Need Less Help,Improvement needed,3.74,1.36,1.5,B.E. / B.TECH Non IT,0.8,3.66,AdvTech_1_2,2020.0,Nagendra
CIC092021-9611,100.0,Need Less Help,Meets expectations,4.04,1.43,1.59,B.E. / B.TECH Non IT,0.82,3.84,FullStack_DeepTech,2018.0,Nagendra
CIC092021-9613,95.0,Need More Help,Improvement needed,3.03,1.17,1.36,B.E. / B.TECH Non IT,0.76,3.29,FullStack_DeepTech,2016.0,Ashish
CIC092021-9622,90.0,Need No Help,Meets expectations,3.9,1.41,1.71,B.Tech Electronics Engineering,0.94,4.06,FullStack_DeepTech,2018.0,Sunil
CIC092021-9633,63.0,Need Less Help,Meets expectations,3.34,1.51,1.64,B.E. / B.TECH Non IT,0.89,4.04,FullStack_DeepTech,2019.0,Nagendra
CIC092021-9634,98.0,Need Less Help,Meets expectations,3.94,1.55,1.65,B.E. / B.TECH Non IT,0.87,4.06,FullStack_DeepTech,2020.0,Sunil
CIC092021-9635,100.0,Need Less Help,Improvement needed,3.92,1.41,1.52,B.E. / B.TECH Non IT,0.83,3.76,FullStack_DeepTech,2019.0,Nagendra
CIC092021-9639,94.0,Need Less Help,Meets expectations,4.1,1.53,1.66,B.E. / B.TECH Non IT,0.94,4.13,AdvTech_1_2,2020.0,Nagendra
CIC092021-9641,100.0,Need No Help,Exceeds expectations,4.46,1.7,1.67,B.E. / B.TECH CS,0.88,4.24,FullStack_DeepTech,2020.0,Nagendra
CIC092021-9646,92.0,Need Less Help,Improvement needed,3.84,1.25,1.49,B.E. / B.TECH CS,0.81,3.55,AdvTech_1_2,2021.0,Gunjan
CIC092021-9649,95.0,Need Less Help,Improvement needed,3.52,1.24,1.6,B.E. / B.TECH IT,0.81,3.64,AdvTech_1_2,2021.0,Dilip
CIC092021-9652,100.0,Need Less Help,Improvement needed,3.89,1.65,1.57,BSc IT,0.65,3.88,FullStack_DeepTech,2019.0,Nagendra
CIC092021-9654,97.0,Need Less Help,Meets expectations,3.96,1.36,1.66,B.E. / B.TECH Non IT,0.91,3.93,AdvTech_1_2,2020.0,Dilip
CIC092021-9656,100.0,Need Less Help,Meets expectations,3.89,1.44,1.4,B.E. / B.TECH Non IT,0.82,3.67,FullStack_DeepTech,2021.0,Sunil
CIC092021-9660,58.0,Need More Help,Unsatisfactory,3.34,0.7,0.7,B.E. / B.TECH Non IT,0.35,1.75,FullStack_DeepTech,2020.0,Ashish
CIC092021-9666,93.0,Need More Help,Improvement needed,3.61,1.46,1.58,B.E. / B.TECH Non IT,0.82,3.86,AdvTech_1_2,2019.0,Nagendra
CIC092021-9667,46.0,Need More Help,Improvement needed,3.34,1.1,1.36,B.E. / B.TECH Non IT,0.79,3.26,AdvTech_1_2,2021.0,Ashish
CIC092021-9686,88.0,Need Less Help,Meets expectations,3.8,1.4,1.38,BSc Non IT,0.84,3.62,FullStack_DeepTech,2016.0,Ashish
CIC092021-9696,93.0,Need Less Help,Improvement needed,3.9,1.27,1.35,B.E. / B.TECH Non IT,0.79,3.4,AdvTech_1_2,2021.0,Ashish
CIC092021-9698,96.0,Need Less Help,Meets expectations,3.83,1.55,1.59,B.E. / B.TECH Non IT,0.93,4.07,AdvTech_1_2,2020.0,Sunil
CIC092021-9707,98.0,Need Less Help,Meets expectations,4.22,1.54,1.74,B.E. / B.TECH Non IT,0.9,4.18,FullStack_DeepTech,2021.0,Gunjan
CIC092021-9708,89.0,Need Less Help,Meets expectations,3.34,1.47,1.55,B.E. / B.TECH CS,0.95,3.96,FullStack_DeepTech,2018.0,Ashish
CIC092021-9711,100.0,Need More Help,Improvement needed,3.01,1.26,1.37,B.E. / B.TECH Non IT,0.63,3.25,AdvTech_1_2,2019.0,Sunil
CIC092021-9712,60.0,Need Less Help,Improvement needed,3.34,1.2,1.62,B.E. / B.TECH Non IT,0.86,3.68,FullStack_DeepTech,2021.0,Dilip
CIC092021-9716,84.0,Need More Help,Improvement needed,3.0,1.12,1.3,B.E. / B.TECH Non IT,0.88,3.29,AdvTech_1_2,2019.0,Ashish
CIC092021-9722,83.0,Need Less Help,Meets expectations,4.64,1.75,1.8,B.E. / B.TECH IT,0.96,4.51,FullStack_DeepTech,2018.0,Gunjan
CIC092021-9730,100.0,Need Less Help,Improvement needed,3.84,1.34,1.66,B.E. / B.TECH Non IT,0.82,3.81,FullStack_DeepTech,2021.0,Gunjan
CIC092021-9732,69.0,Need More Help,Improvement needed,3.29,1.4,1.35,BSc CS,0.62,3.37,AdvTech_1_2,2018.0,Ashish
CIC092021-9733,77.0,Need No Help,Exceeds expectations,3.74,1.43,1.37,BSc CS,0.75,3.55,AdvTech_1_2,2017.0,Ashish
CIC092021-9737,35.0,Need Less Help,Improvement needed,3.61,1.22,1.37,B.E. / B.TECH IT,0.75,3.33,FullStack_DeepTech,2018.0,Nagendra
CIC092021-9738,96.0,Need Less Help,Improvement needed,3.74,1.46,1.45,B.E. / B.TECH Non IT,0.74,3.65,AdvTech_1_2,2021.0,Gunjan
CIC092021-9742,73.0,Need No Help,Exceeds expectations,3.34,1.59,1.81,MCA,0.96,4.36,FullStack_DeepTech,2022.0,Gunjan
CIC092021-9745,86.0,Need More Help,Improvement needed,3.51,1.1,1.52,BCA IT,0.78,3.41,AdvTech_1_2,2020.0,Gunjan
CIC092021-9747,100.0,Need Less Help,Meets expectations,4.28,1.64,1.61,M.E. / M.Tech Non IT,0.78,4.03,FullStack_DeepTech,2020.0,Gunjan
CIC092021-9749,100.0,Need Less Help,Meets expectations,4.16,1.58,1.62,B.E. / B.TECH Non IT,0.89,4.08,AdvTech_1_2,2019.0,Gunjan
CIC092021-9755,98.0,Need Less Help,Meets expectations,4.22,1.59,1.55,B.E. / B.TECH Non IT,0.79,3.93,FullStack_DeepTech,2021.0,Gunjan
CIC092021-9757,100.0,Need Less Help,Improvement needed,3.74,1.49,1.49,B.E. / B.TECH CS,0.76,3.74,AdvTech_1_2,2020.0,Gunjan
CIC092021-9763,91.0,Need More Help,Improvement needed,3.28,1.305555556,1.413333333,B.E. / B.TECH Non IT,0.7455555556,3.464444444,FullStack_DeepTech,2019.0,Nagendra
CIC092021-9785,64.0,Need No Help,Exceeds expectations,4.56,1.43,1.9,B.E. / B.TECH CS,0.98,4.31,FullStack_DeepTech,2021.0,Gunjan
CIC092021-9786,86.0,Need No Help,Meets expectations,4.52,1.65,1.72,B.E. / B.TECH Non IT,0.85,4.23,AdvTech_1_2,2020.0,Nagendra
CIC092021-9787,93.0,Need More Help,Improvement needed,3.54,1.33,1.41,B.E. / B.TECH CS,0.73,3.47,StdTech,2021.0,Nagendra
CIC092021-9798,91.0,Need No Help,Exceeds expectations,4.4,1.65,1.68,B.E. / B.TECH CS,0.86,4.19,FullStack_DeepTech,2019.0,Sunil
CIC092021-9824,97.0,Need Less Help,Meets expectations,4.1,1.66,1.77,B.E. / B.TECH CS,0.99,4.42,AdvTech_1_2,2020.0,Sunil
CIC092021-9832,96.0,Need More Help,Improvement needed,3.79,1.41,1.48,B.E. / B.TECH CS,0.72,3.61,AdvTech_1_2,2019.0,Nagendra
CIC092021-9837,74.0,Need Less Help,Meets expectations,3.34,1.61,1.6,B.E. / B.TECH CS,0.88,4.09,FullStack_DeepTech,2020.0,Sunil
CIC092021-9841,98.0,Need Less Help,Meets expectations,3.67,1.4,1.51,BSc CS,0.89,3.79,FullStack_DeepTech,2020.0,Nagendra
CIC092021-9848,85.0,Need More Help,Improvement needed,3.27,1.2,1.44,Other Non IT,0.81,3.45,BasicTech,2021.0,Gunjan
CIC092021-9851,36.0,Need More Help,Improvement needed,3.34,1.28,1.62,B.E. / B.TECH IT,0.65,3.55,FullStack_DeepTech,2020.0,Gunjan
CIC092021-9852,56.0,Need Less Help,Meets expectations,3.85,1.44,1.57,B.E. / B.TECH CS,0.82,3.85,FullStack_DeepTech,2019.0,Gunjan
CIC092021-9855,33.0,Need Less Help,Improvement needed,3.72,1.21,1.47,MCA,0.75,3.42,FullStack_DeepTech,2021.0,Nagendra
CIC102020-6433,98.0,Need Less Help,Meets expectations,3.85,1.51,1.54,B.E. / B.TECH Non IT,0.79,3.84,FullStack_DeepTech,2017.0,Dilip
CIC102020-8119,73.0,Need Less Help,Improvement needed,4.04,1.56,1.65,B.E. / B.TECH IT,0.82,4.03,AdvTech_1_2,2020.0,Ashish
CIC102020-8340,98.0,Need Less Help,Meets expectations,3.8,1.5,1.65,B.E. / B.TECH CS,0.72,3.87,AdvTech_1_2,2019.0,Gunjan
CIC102021-10000,94.0,Need Less Help,Improvement needed,3.65,1.39,1.69,Computer Science,0.9,3.98,FullStack_DeepTech,2020.0,Ashish
CIC102021-10002,89.0,Need Less Help,Improvement needed,3.51,1.19,1.66,MSc CS/IT,0.89,3.74,AdvTech_1_2,2021.0,Ashish
CIC102021-10026,100.0,Need More Help,Improvement needed,3.76,1.28,1.47,MCA,0.88,3.62,FullStack_DeepTech,2020.0,Sunil
CIC102021-10031,98.0,Need Less Help,Improvement needed,3.54,1.3,1.27,B.E. / B.TECH Non IT,0.83,3.4,AdvTech_1_2,2020.0,Ashish
CIC102021-10037,100.0,Need More Help,Improvement needed,3.76,1.36,1.57,B.E. / B.TECH CS,0.88,3.81,FullStack_DeepTech,2019.0,Sunil
CIC102021-10038,82.0,Need Less Help,Meets expectations,3.97,1.44,1.49,B.E. / B.TECH Non IT,0.85,3.78,FullStack_DeepTech,2019.0,Ashish
CIC102021-10039,92.0,Need Less Help,Improvement needed,4.04,1.56,1.43,B.E. / B.TECH Non IT,0.7,3.69,FullStack_DeepTech,2018.0,Nagendra
CIC102021-10044,100.0,Need No Help,Meets expectations,4.36,1.36,1.79,Diploma Non IT,0.93,4.08,FullStack_DeepTech,2021.0,Gunjan
CIC102021-10053,68.0,Need More Help,Improvement needed,3.06,1.25,1.49,BSc CS,0.67,3.41,BasicTech,2020.0,Ashish
CIC102021-10055,98.0,Need Less Help,Improvement needed,3.54,1.27,1.34,B.E. / B.TECH Non IT,0.83,3.44,AdvTech_1_2,2021.0,Ashish
CIC102021-10056,94.0,Need More Help,Improvement needed,4.22,1.4,1.57,B.E. / B.TECH CS,0.91,3.88,AdvTech_1_2,2020.0,Sunil
CIC102021-10058,75.0,Need Less Help,Meets expectations,4.1,1.46,1.69,B.E. / B.TECH Non IT,0.91,4.06,FullStack_DeepTech,2021.0,Ashish
CIC102021-10060,86.0,Need More Help,Improvement needed,3.32,1.1,1.49,B.E. / B.TECH CS,0.78,3.37,StdTech,2019.0,Ashish
CIC102021-10062,91.0,Need More Help,Improvement needed,3.34,1.25,1.36,MCA,0.69,3.3,AdvTech_1_2,2017.0,Sunil
CIC102021-10065,88.0,Need Less Help,Improvement needed,3.54,1.32,1.39,B.E. / B.TECH CS,0.84,3.55,AdvTech_1_2,2021.0,Ashish
CIC102021-10067,90.0,Need Less Help,Improvement needed,3.81,1.35,1.36,M.E. / M.Tech Non IT,0.72,3.43,StdTech,2014.0,Sunil
CIC102021-10068,77.0,Need No Help,Meets expectations,4.04,1.41,1.64,B.E. / B.TECH IT,0.81,3.85,FullStack_DeepTech,2016.0,Ashish
CIC102021-10109,98.0,Need More Help,Improvement needed,3.5,1.29,1.39,B.E. / B.TECH Non IT,0.79,3.47,AdvTech_1_2,2020.0,Sunil
CIC102021-10113,98.0,Need No Help,Exceeds expectations,4.56,1.51,1.85,B.E. / B.TECH CS,0.95,4.31,FullStack_DeepTech,2021.0,Gunjan
CIC102021-10116,35.0,Need Less Help,Meets expectations,3.34,1.44,1.58,B.E. / B.TECH Non IT,0.93,3.94,AdvTech_1_2,2017.0,Ashish
CIC102021-10119,96.0,Need Less Help,Meets expectations,3.94,1.54,1.65,B.E. / B.TECH CS,0.84,4.03,FullStack_DeepTech,2020.0,Sunil
CIC102021-10120,91.0,Need Less Help,Improvement needed,3.88,1.65,1.61,B.E. / B.TECH CS,0.74,4.0,FullStack_DeepTech,2020.0,Sunil
CIC102021-10123,95.0,Need No Help,Exceeds expectations,4.46,1.63,1.65,B.E. / B.TECH Non IT,0.82,4.11,FullStack_DeepTech,2021.0,Sunil
CIC102021-10165,94.0,Need Less Help,Improvement needed,3.86,1.24,1.46,B.E. / B.TECH CS,0.77,3.48,AdvTech_1_2,2018.0,Nagendra
CIC102021-9856,73.0,Need Less Help,Meets expectations,4.04,1.53,1.67,B.E. / B.TECH Non IT,0.95,4.15,FullStack_DeepTech,2021.0,Sunil
CIC102021-9861,97.0,Need Less Help,Improvement needed,3.14,1.31,1.4,B.E. / B.TECH Non IT,0.84,3.54,FullStack_DeepTech,2021.0,Sunil
CIC102021-9862,94.0,Need More Help,Improvement needed,3.34,1.29,1.41,B.E. / B.TECH Non IT,0.76,3.46,AdvTech_1_2,2018.0,Sunil
CIC102021-9867,56.0,Need Less Help,Meets expectations,3.34,1.49,1.73,BCA IT,0.91,4.13,FullStack_DeepTech,2021.0,Gunjan
CIC102021-9884,77.0,Need More Help,Improvement needed,3.29,1.08,1.33,B.E. / B.TECH Non IT,0.77,3.19,BasicTech,2021.0,Nagendra
CIC102021-9885,97.0,Need Less Help,Meets expectations,4.02,1.61,1.69,B.E. / B.TECH Non IT,1.0,4.3,FullStack_DeepTech,2021.0,Sunil
CIC102021-9886,94.0,Need Less Help,Exceeds expectations,4.16,1.42,1.64,B.E. / B.TECH IT,0.89,3.95,FullStack_DeepTech,2020.0,Ashish
CIC102021-9890,81.0,Need Less Help,Meets expectations,3.34,1.33,1.64,BSc CS,0.81,3.78,FullStack_DeepTech,2021.0,Sunil
CIC102021-9913,74.0,Need Less Help,Improvement needed,3.34,1.29,1.55,B.E. / B.TECH Non IT,0.82,3.65,AdvTech_1_2,2020.0,Gunjan
CIC102021-9917,100.0,Need Less Help,Improvement needed,3.54,1.25,1.31,B.E. / B.TECH Non IT,0.83,3.39,BasicTech,2019.0,Ashish
CIC102021-9918,96.0,Need Less Help,Improvement needed,3.85,1.38,1.51,B.E. / B.TECH Non IT,0.74,3.63,AdvTech_1_2,2022.0,Sunil
CIC102021-9919,82.0,Need Less Help,Meets expectations,3.97,1.37,1.63,B.E. / B.TECH IT,0.83,3.83,FullStack_DeepTech,2019.0,Gunjan
CIC102021-9920,69.0,Need More Help,Improvement needed,2.97,1.19,1.25,B.E. / B.TECH CS,0.68,3.12,AdvTech_1_2,2021.0,Nagendra
CIC102021-9922,95.0,Need More Help,Improvement needed,2.63,1.27,1.4,B.E. / B.TECH CS,0.74,3.4,AdvTech_1_2,2020.0,Ashish
CIC102021-9923,89.0,Need More Help,Improvement needed,3.07,1.07,1.34,B.E. / B.TECH Non IT,0.75,3.15,BasicTech,2021.0,Nagendra
CIC102021-9924,89.0,Need More Help,Improvement needed,3.38,1.04,1.38,BSc IT,0.81,3.23,StdTech,2014.0,Ashish
CIC102021-9945,89.0,Need Less Help,Improvement needed,3.98,1.52,1.55,B.E. / B.TECH CS,0.8,3.87,FullStack_DeepTech,2017.0,Gunjan
CIC102021-9946,85.0,Need Less Help,Improvement needed,3.9,1.34,1.61,B.E. / B.TECH IT,0.83,3.78,FullStack_DeepTech,2019.0,Gunjan
CIC102021-9948,84.0,Need Less Help,Improvement needed,3.34,1.21,1.52,B.E. / B.TECH CS,0.88,3.61,AdvTech_1_2,2019.0,Ashish
CIC102021-9949,89.0,Need Less Help,Improvement needed,3.86,1.4,1.46,MCA,0.9,3.76,FullStack_DeepTech,2019.0,Gunjan
CIC102021-9956,84.0,Need More Help,Unsatisfactory,3.21,1.29,1.31,B.E. / B.TECH Non IT,0.67,3.27,AdvTech_1_2,2020.0,Ashish
CIC102021-9962,87.0,Need No Help,Meets expectations,3.96,1.49,1.69,MCA,0.95,4.13,FullStack_DeepTech,2014.0,Sunil
CIC102021-9963,88.0,Need Less Help,Meets expectations,3.85,1.4,1.37,B.E. / B.TECH Non IT,0.84,3.61,AdvTech_1_2,2020.0,Ashish
CIC102021-9966,87.0,Need Less Help,Improvement needed,3.8,1.5,1.52,B.E. / B.TECH CS,0.86,3.88,AdvTech_1_2,2019.0,Gunjan
CIC102021-9988,55.0,Need More Help,Improvement needed,2.72,1.18,1.41,B.E. / B.TECH Non IT,0.77,3.36,AdvTech_1_2,2020.0,Ashish
CIC102021-9989,100.0,Need Less Help,Improvement needed,3.53,1.25,1.31,B.E. / B.TECH Non IT,0.81,3.36,BasicTech,2021.0,Ashish
CIC102021-9995,86.0,Need Less Help,Meets expectations,3.96,1.4,1.44,B.E. / B.TECH Non IT,0.84,3.69,FullStack_DeepTech,2020.0,Ashish
CIC112020-7505,98.0,Need Less Help,Meets expectations,3.96,1.36,1.58,B.E. / B.TECH IT,0.81,3.75,AdvTech_1_2,2020.0,Ashish
CIC112020-7553,98.0,Need No Help,Meets expectations,3.34,1.57,1.67,B.E. / B.TECH IT,0.79,4.02,FullStack_DeepTech,2021.0,Dilip
CIC112020-8075,100.0,Need Less Help,Meets expectations,4.12,1.69,1.64,B.E. / B.TECH CS,0.8,4.14,FullStack_DeepTech,2018.0,Gunjan
CIC112020-8120,92.0,Need Less Help,Improvement needed,4.04,1.54,1.6,B.E. / B.TECH Non IT,0.94,4.08,AdvTech_1_2,2019.0,Ashish
CIC112020-8267,96.0,Need More Help,Improvement needed,2.73,0.84,1.02,B.E. / B.TECH CS,0.47,2.33,BasicTech,2019.0,Ashish
